loc_rowid,pl_hostname,pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassprov,st_dist,st_disterr1,st_disterr2,st_distlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_telescope,pl_mnum,pl_disc,rowupdate
415,HD 114783,HD 114783 b,2,493.70000000,1.80000000,-1.80000000,0,0.144000,0.032000,-0.032000,0,,,,,Msini,20.40,0.40,-0.40,0,,,,,349.60000,19.07000,-19.07000,0,,,,,10 m Keck I Telescope,0,2001,2014-05-14
416,HD 114783,HD 114783 c,2,4319.00000000,151.00000000,-130.00000000,0,0.000000,0.091000,-0.085000,0,,,,0,Msini,20.40,0.40,-0.40,0,,,,0,194.19413,17.79848,-16.84499,0,,,,0,10 m Keck I Telescope,0,2018,2018-11-29
417,HD 11506,HD 11506 b,2,1622.10000000,2.10000000,-2.10000000,0,0.374300,0.005300,-0.005300,0,,,,0,Msini,51.34,0.13,-0.13,0,,,,0,1535.11890,165.27160,-165.27160,0,,,,0,10 m Keck I Telescope,0,2007,2018-09-27
418,HD 11506,HD 11506 c,2,223.41000000,0.32000000,-0.32000000,0,0.193000,0.038000,-0.038000,0,,,,0,Msini,51.34,0.13,-0.13,0,,,,0,129.67464,18.11631,-18.11631,0,,,,0,10 m Keck I Telescope,0,2008,2018-09-27
419,HD 116029,HD 116029 b,2,670.00000000,11.00000000,-11.00000000,0,0.000000,,,0,,,,0,Msini,123.68,0.59,-0.59,0,,,,0,444.96200,92.17070,-92.17070,0,,,,0,10 m Keck I Telescope,0,2011,2018-09-06
420,HD 116029,HD 116029 c,2,907.00000000,30.00000000,-29.00000000,0,0.038000,0.127000,-0.075000,0,,,,0,Msini,123.68,0.59,-0.59,0,,,,0,403.64410,47.67450,-47.67450,0,,,,0,10 m Keck I Telescope,0,2018,2018-11-29
421,HD 117207,HD 117207 b,1,2621.75000000,8.37000000,-8.53000000,0,0.157000,0.013000,-0.013000,0,,,,0,Msini,32.38,0.05,-0.05,0,,,,0,612.14058,10.80622,-10.80622,0,,,,0,10 m Keck I Telescope,0,2004,2019-06-27
422,HD 11755,HD 11755 b,1,433.70001000,3.20000000,-3.20000000,0,0.190000,0.100000,-0.100000,0,,,,0,Msini,236.64,1.62,-1.62,0,,,,0,1789.38290,292.40360,-292.40360,0,,,,0,1.8 m Telescope,0,2015,2018-09-06
423,HD 117618,HD 117618 b,1,25.80000000,0.00400000,-0.00400000,0,0.150000,0.070000,-0.070000,0,,,,0,Msini,37.82,0.09,-0.09,0,,,,0,55.30242,4.44962,-4.44962,0,,,,0,3.9 m Anglo-Australian Telescope,0,2004,2019-03-14
424,HD 118203,HD 118203 b,1,6.13350000,0.00060000,-0.00060000,0,0.310000,0.010000,-0.010000,0,,,,0,Msini,92.51,0.24,-0.24,0,,,,0,886.74570,79.45750,-79.45750,0,,,,0,1.93 m Telescope,0,2005,2018-09-06
425,HD 119130,HD 119130 b,1,16.98410000,0.00080000,-0.00080000,0,0.040000,0.060000,-0.030000,0,88.400,0.200,-0.300,0,Mass,114.29,0.82,-0.81,0,795,33,-28,0,24.50000,4.40000,-4.40000,0,2.630,0.110,-0.100,0,0.95 m Kepler Telescope,0,2019,2019-02-07
426,HD 11964,HD 11964 b,2,1945.00000000,26.00000000,-26.00000000,0,0.041000,0.047000,-0.047000,0,,,,0,Msini,33.57,0.04,-0.04,0,,,,0,198.00000,18.00000,-18.00000,0,,,,0,10 m Keck I Telescope,0,2005,2019-01-31
427,HD 11964,HD 11964 c,2,37.91000000,0.04100000,-0.04100000,0,0.300000,0.170000,-0.170000,0,,,,0,Msini,33.57,0.04,-0.04,0,,,,0,25.00000,3.10000,-3.10000,0,,,,0,10 m Keck I Telescope,0,2008,2019-01-31
428,HD 11977,HD 11977 b,1,711.00000000,8.00000000,-8.00000000,0,0.400000,0.070000,-0.070000,0,,,,0,Msini,68.05,0.71,-0.71,0,,,,0,2080.00000,,,0,,,,0,Multiple Telescopes,0,2005,2019-01-31
429,HD 120084,HD 120084 b,1,2082.00000000,24.00000000,-35.00000000,0,0.660000,0.140000,-0.100000,0,,,,,Msini,103.35,0.52,-0.52,0,,,,,1430.20000,,,0,,,,,1.88 m Telescope,0,2013,2014-05-14
430,HD 121504,HD 121504 b,1,63.33000000,0.03000000,-0.03000000,0,0.030000,0.010000,-0.010000,0,,,,0,Msini,41.71,0.07,-0.07,0,,,,0,479.92330,41.31790,-41.31790,0,,,,0,1.2 m Leonhard Euler Telescope,0,2003,2018-09-06
431,HD 12484,HD 12484 b,1,58.83000000,0.08000000,-0.08000000,0,0.070000,0.030000,-0.030000,0,,,,,Msini,51.10,2.50,-2.50,0,,,,,947.13340,44.49620,-44.49620,0,,,,,1.93 m Telescope,0,2016,2016-02-25
432,HD 125390,HD 125390 b,1,1756.20000000,3.90000000,-3.90000000,0,0.591000,0.014000,-0.014000,0,,,,0,Msini,154.33,0.85,-0.85,0,,,,0,7043.11280,305.11680,-305.11680,0,,,,0,10 m Keck I Telescope,0,2019,2019-11-07
433,HD 125595,HD 125595 b,1,9.67370000,0.00390000,-0.00390000,0,0.000000,,,0,,,,0,Msini,28.22,0.06,-0.06,0,,,,0,6.35660,3.17830,-3.17830,0,,,,0,3.6 m ESO Telescope,0,2009,2018-09-06
434,HD 125612,HD 125612 b,3,557.04000000,0.35000000,-0.35000000,0,0.455300,0.005500,-0.005500,0,,,,0,Msini,57.72,0.16,-0.16,0,,,,0,985.27300,127.13200,-127.13200,0,,,,0,10 m Keck I Telescope,0,2007,2018-09-27
435,HD 125612,HD 125612 c,3,4.15514000,0.00026000,-0.00026000,0,0.049000,0.038000,-0.038000,0,,,,0,Msini,57.72,0.16,-0.16,0,,,,0,17.48065,3.17830,-3.17830,0,,,,0,3.6 m ESO Telescope,0,2009,2018-09-27
436,HD 125612,HD 125612 d,3,2835.00000000,7.90000000,-7.90000000,0,0.117200,0.005600,-0.005600,0,,,,0,Msini,57.72,0.16,-0.16,0,,,,0,2313.80240,295.58190,-295.58190,0,,,,0,3.6 m ESO Telescope,0,2009,2018-09-27
437,HD 12648,HD 12648 b,1,133.60001000,0.50000000,-0.50000000,0,0.040000,0.080000,-0.080000,0,,,,0,Msini,183.15,0.95,-0.95,0,,,,0,622.94680,69.92260,-69.92260,0,,,,0,1.8 m Telescope,0,2015,2018-09-06
438,HD 126525,HD 126525 b,1,960.41000000,6.19000000,-6.33000000,0,0.035000,0.039000,-0.024000,0,,,,0,Msini,37.69,0.07,-0.07,0,,,,0,75.32571,0.63566,-0.63566,0,,,,0,3.6 m ESO Telescope,0,2018,2019-06-27
439,HD 12661,HD 12661 b,2,262.70862000,0.08300000,-0.08300000,0,0.380000,0.010000,-0.010000,0,,,,0,Msini,37.89,0.06,-0.06,0,,,,0,772.32690,44.49620,-44.49620,0,,,,0,Multiple Telescopes,0,2000,2018-09-06
440,HD 12661,HD 12661 c,2,1708.00000000,14.00000000,-14.00000000,0,0.031000,0.022000,-0.022000,0,,,,,Msini,37.89,0.06,-0.06,0,,,,,575.88400,15.25500,-15.25500,0,,,,,Multiple Telescopes,0,2002,2014-11-19
441,HD 126614,HD 126614 b,1,1244.00000000,17.00000000,-17.00000000,0,0.410000,0.100000,-0.100000,0,,,,0,Msini,73.25,0.24,-0.24,0,,,,0,130.31030,19.06980,-19.06980,0,,,,0,10 m Keck I Telescope,0,2009,2018-09-06
442,HD 128311,HD 128311 b,2,453.01900000,0.40400000,-0.40400000,0,0.303000,0.011000,-0.011000,0,30.000,,,-1,Msini,16.52,0.04,-0.04,0,,,,,562.24127,7.31009,-7.31009,0,,,,,10 m Keck I Telescope,0,2002,2015-06-25
443,HD 128311,HD 128311 c,2,921.53800000,1.15000000,-1.15000000,0,0.159000,0.006000,-0.006000,0,55.950,14.553,-14.553,0,Mass,16.52,0.04,-0.04,0,,,,,1204.25787,293.67492,-137.30256,0,,,,,10 m Keck I Telescope,0,2005,2015-06-25
444,HD 128356,HD 128356 b,1,298.20000000,1.60000000,-1.60000000,0,0.570000,0.080000,-0.080000,0,,,,,Msini,26.03,0.52,-0.52,0,,,,,282.86870,22.24810,-22.24810,0,,,,,Multiple Telescopes,0,2016,2016-11-10
445,HD 129445,HD 129445 b,1,1840.00000000,55.00000000,-55.00000000,0,0.700000,0.100000,-0.100000,0,,,,0,Msini,67.57,0.16,-0.16,0,,,,0,508.50700,190.69000,-190.69000,0,,,,0,6.5 m Magellan II Clay Telescope,0,2009,2019-01-31
446,HD 130322,HD 130322 b,1,10.70871000,0.00018000,-0.00018000,0,0.029000,0.016000,-0.016000,0,,,,,Msini,31.91,0.07,-0.07,0,,,,,365.49000,,,0,,,,,1.2 m Leonhard Euler Telescope,0,1999,2015-02-19
447,HD 131496,HD 131496 b,1,896.00000000,16.00000000,-16.00000000,0,0.181000,0.060000,-0.060000,0,,,,0,Msini,132.34,1.15,-1.15,0,,,,0,572.09400,31.78300,-31.78300,0,,,,,10 m Keck I Telescope,0,2011,2018-12-06
448,HD 131664,HD 131664 b,1,1951.00000000,41.00000000,-41.00000000,0,0.640000,0.000000,0.000000,0,,,,0,Msini,52.89,0.10,-0.10,0,,,,0,6076.90960,540.31100,-540.31100,0,,,,0,3.6 m ESO Telescope,0,2008,2018-09-06
449,HD 13167,HD 13167 b,1,2613.00000000,17.00000000,-17.00000000,0,0.563000,0.033000,-0.033000,0,,,,0,Msini,149.57,1.08,-1.08,0,,,,0,1052.01730,50.85280,-50.85280,0,,,,,10 m Keck I Telescope,0,2018,2018-12-06
450,HD 13189,HD 13189 b,1,471.60001000,6.00000000,-6.00000000,0,0.270000,0.060000,-0.060000,0,,,,0,Msini,504.71,15.82,-15.82,0,,,,0,3480.23850,928.06360,-928.06360,0,,,,0,2.0 m Alfred Jensch Telescope,0,2005,2018-09-06
451,HD 132406,HD 132406 b,1,974.00000000,39.00000000,-39.00000000,0,0.340000,0.090000,-0.090000,0,,,,0,Msini,70.93,0.14,-0.14,0,,,,0,1709.92540,416.35730,-416.35730,0,,,,0,1.93 m Telescope,0,2007,2018-09-06
452,HD 132563,HD 132563 b,1,1544.00000000,34.00000000,-34.00000000,0,0.220000,0.090000,-0.090000,0,,,,0,Msini,105.47,0.28,-0.28,0,,,,0,473.54700,28.60350,-28.60350,0,,,,0,3.58 m Telescopio Nazionale Galileo,0,2011,2019-01-31
453,HD 133131 A,HD 133131 A b,2,649.00000000,3.00000000,-3.00000000,0,0.330000,0.030000,-0.030000,0,,,,,Msini,47.00,,,0,,,,,451.31860,12.71320,-12.71320,0,,,,,Multiple Telescopes,0,2016,2016-09-08
454,HD 133131 A,HD 133131 A c,2,3568.00000000,1084.00000000,-1084.00000000,0,0.490000,0.220000,-0.220000,0,,,,,Msini,47.00,,,0,,,,,133.48860,47.67450,-47.67450,0,,,,,Multiple Telescopes,0,2016,2016-09-08
455,HD 133131 B,HD 133131 B b,1,5769.00000000,831.00000000,-831.00000000,0,0.610000,0.040000,-0.040000,0,,,,,Msini,47.00,,,0,,,,,794.57500,15.89150,-15.89150,0,,,,,6.5 m Magellan II Clay Telescope,0,2016,2016-09-08
456,HD 134060,HD 134060 b,2,3.26960000,0.00010000,-0.00010000,0,0.450000,0.040000,-0.040000,0,,,,0,Msini,24.20,0.26,-0.26,0,,,,0,10.10000,0.79000,-0.75000,0,,,,0,3.6 m ESO Telescope,0,2019,2019-02-07
457,HD 134060,HD 134060 c,2,1291.56460000,48.03330000,-44.21970000,0,0.110000,0.130000,-0.070000,0,,,,0,Msini,24.20,0.26,-0.26,0,,,,0,29.29000,4.43000,-4.24000,0,,,,0,3.6 m ESO Telescope,0,2019,2019-02-07
458,HD 134987,HD 134987 b,2,258.17999000,0.07000000,-0.07000000,0,0.230000,0.000000,0.000000,0,,,,0,Msini,26.20,0.05,-0.05,0,,,,0,511.70630,22.24810,-22.24810,0,,,,0,10 m Keck I Telescope,0,1999,2018-09-06
459,HD 134987,HD 134987 c,2,5000.00000000,400.00000000,-400.00000000,0,0.120000,0.020000,-0.020000,0,,,,0,Msini,26.20,0.05,-0.05,0,,,,0,260.00000,10.00000,-10.00000,0,,,,0,Multiple Telescopes,0,2009,2019-01-31
460,HD 136352,HD 136352 b,3,11.58240000,0.00240000,-0.00250000,0,0.140000,0.080000,-0.080000,0,,,,0,Msini,14.81,0.09,-0.09,0,,,,0,4.81000,0.59000,-0.56000,0,,,,0,3.6 m ESO Telescope,0,2019,2019-02-07
461,HD 136352,HD 136352 c,3,27.58210000,0.00890000,-0.00860000,0,0.040000,0.050000,-0.030000,0,,,,0,Msini,14.81,0.09,-0.09,0,,,,0,10.80000,1.08000,-1.05000,0,,,,0,3.6 m ESO Telescope,0,2019,2019-02-07
462,HD 136352,HD 136352 d,3,107.59830000,0.27960000,-0.26690000,0,0.090000,0.100000,-0.070000,0,,,,0,Msini,14.81,0.09,-0.09,0,,,,0,8.58000,1.18000,-1.15000,0,,,,0,3.6 m ESO Telescope,0,2019,2019-02-07
463,HD 136418,HD 136418 b,1,464.29999000,3.20000000,-3.20000000,0,0.250000,0.040000,-0.040000,0,,,,0,Msini,105.49,0.31,-0.31,0,,,,0,680.15620,47.67450,-47.67450,0,,,,0,10 m Keck I Telescope,0,2009,2018-09-06
464,HD 13724,HD 13724 b,1,14763.40500000,4901.65500000,-1599.79500000,0,0.340000,0.090000,-0.050000,0,,,,0,Msini,43.52,0.05,-0.05,0,,,,0,8508.30910,1398.45200,-699.22600,0,,,,0,1.2 m Leonhard Euler Telescope,0,2019,2019-04-11
465,HD 137388,HD 137388 b,1,330.00000000,3.00000000,-3.00000000,0,0.360000,0.120000,-0.120000,0,,,,0,Msini,40.53,0.05,-0.05,0,,,,0,63.56600,6.35660,-6.35660,0,,,,0,3.6 m ESO Telescope,0,2011,2018-09-06
466,HD 13908,HD 13908 b,2,19.38200000,0.00600000,-0.00600000,0,0.020000,0.018000,-0.018000,0,,,,,Msini,79.73,0.22,-0.22,0,,,,,274.91000,11.12000,-11.12000,0,,,,,1.93 m Telescope,0,2013,2014-05-14
467,HD 13908,HD 13908 c,2,931.00000000,17.00000000,-17.00000000,0,0.120000,0.020000,-0.020000,0,,,,,Msini,79.73,0.22,-0.22,0,,,,,1630.40000,79.45000,-79.45000,0,,,,,1.93 m Telescope,0,2013,2014-05-14
468,HD 13931,HD 13931 b,1,4218.00000000,390.00000000,-390.00000000,0,0.020000,0.040000,-0.040000,0,,,,0,Msini,47.46,0.14,-0.14,0,,,,0,699.22600,66.74430,-66.74430,0,,,,0,10 m Keck I Telescope,0,2009,2018-09-06
469,HD 139357,HD 139357 b,1,1125.70000000,9.00000000,-9.00000000,0,0.100000,0.020000,-0.020000,0,,,,0,Msini,112.45,0.70,-0.70,0,,,,0,3101.89000,683.30600,-683.30600,0,,,,0,2.0 m Alfred Jensch Telescope,0,2008,2019-01-31
470,HD 1397,HD 1397 b,1,11.53533000,0.00079000,-0.00080000,0,0.251000,0.020000,-0.019000,0,88.990,0.670,-0.730,0,Mass,79.75,0.17,-0.17,0,1228,10,-10,0,131.89945,6.35660,-6.35660,0,11.500,0.280,-0.303,0,0.1 m TESS Telescope,0,2018,2019-07-25
471,HD 14067,HD 14067 b,1,1455.00000000,13.00000000,-12.00000000,0,0.533000,0.043000,-0.047000,0,,,,,Msini,142.60,0.84,-0.84,0,,,,,2479.00000,222.50000,-222.50000,0,,,,,1.88 m Telescope,0,2014,2014-09-25
472,HD 141399,HD 141399 b,4,94.44000000,0.05000000,-0.05000000,0,0.040000,0.020000,-0.020000,0,,,,,Msini,36.20,0.50,-0.50,0,,,,,143.34133,9.53490,-9.53490,0,,,,,Multiple Telescopes,0,2014,2016-02-25
473,HD 141399,HD 141399 c,4,201.99000000,0.08000000,-0.08000000,0,0.048000,0.009000,-0.009000,0,,,,,Msini,36.20,0.50,-0.50,0,,,,,422.71390,25.42640,-25.42640,0,,,,,Multiple Telescopes,0,2014,2016-02-25
474,HD 141399,HD 141399 d,4,1069.80000000,6.70000000,-6.70000000,0,0.074000,0.025000,-0.025000,0,,,,,Msini,36.20,0.50,-0.50,0,,,,,375.03940,25.42640,-25.42640,0,,,,,Multiple Telescopes,0,2014,2016-02-25
475,HD 141399,HD 141399 e,4,5000.00000000,560.00000000,-2000.00000000,0,0.260000,0.220000,-0.220000,0,,,,,Msini,36.20,0.50,-0.50,0,,,,,209.76780,31.78300,-31.78300,0,,,,,Multiple Telescopes,0,2014,2016-02-25
476,HD 141937,HD 141937 b,1,653.21997000,1.20000000,-1.20000000,0,0.410000,0.010000,-0.010000,0,,,,0,Msini,33.39,0.07,-0.07,0,,,,0,3079.77270,127.13200,-127.13200,0,,,,0,1.2 m Leonhard Euler Telescope,0,2002,2018-09-06
477,HD 142,HD 142 b,2,349.70000000,1.20000000,-1.20000000,0,0.170000,0.060000,-0.060000,0,,,,,Msini,26.21,0.04,-0.04,0,,,,,397.27000,47.67000,-47.67000,0,,,,,3.9 m Anglo-Australian Telescope,0,2001,2014-08-21
478,HD 142,HD 142 c,2,6005.00000000,477.00000000,-477.00000000,0,0.210000,0.070000,-0.070000,0,,,,,Msini,26.21,0.04,-0.04,0,,,,,1684.40000,222.50000,-222.50000,0,,,,,3.9 m Anglo-Australian Telescope,0,2012,2014-08-21
479,HD 142022 A,HD 142022 A b,1,1928.00000000,46.00000000,-46.00000000,0,0.530000,0.200000,-0.200000,0,,,,0,Msini,34.31,0.03,-0.03,0,,,,0,1411.16520,1007.52110,-1007.52110,0,,,,0,1.2 m Leonhard Euler Telescope,0,2005,2018-09-06
480,HD 142245,HD 142245 b,1,1299.00000000,48.00000000,-48.00000000,0,0.000000,,,0,,,,0,Msini,97.50,0.39,-0.39,0,,,,0,975.73810,133.48860,-133.48860,0,,,,0,10 m Keck I Telescope,0,2011,2018-09-06
481,HD 142415,HD 142415 b,1,386.29999000,1.60000000,-1.60000000,0,0.500000,,,0,,,,0,Msini,35.57,0.04,-0.04,0,,,,0,530.77610,38.13960,-38.13960,0,,,,0,1.2 m Leonhard Euler Telescope,0,2003,2018-09-06
482,HD 143105,HD 143105 b,1,2.19740000,0.00030000,-0.00030000,0,0.070000,,,1,,,,,Msini,48.70,0.80,-0.80,0,,,,,384.57430,19.06980,-19.06980,0,,,,,1.93 m Telescope,0,2016,2016-02-25
483,HD 143361,HD 143361 b,1,1039.15000000,1.64000000,-1.70000000,0,0.197000,0.006000,-0.006000,0,,,,0,Msini,68.65,0.29,-0.29,0,,,,0,1122.57556,20.65895,-20.97678,0,,,,0,6.5 m Magellan II Clay Telescope,0,2008,2019-06-27
484,HD 145377,HD 145377 b,1,103.95000000,0.13000000,-0.13000000,0,0.310000,0.020000,-0.020000,0,,,,0,Msini,53.57,0.14,-0.14,0,,,,0,1913.33660,152.55840,-152.55840,0,,,,0,3.6 m ESO Telescope,0,2008,2018-09-06
485,HD 145457,HD 145457 b,1,176.30000000,0.39000000,-0.39000000,0,0.110000,0.040000,-0.040000,0,,,,0,Msini,135.82,0.40,-0.40,0,,,,0,708.76090,133.48860,-133.48860,0,,,,0,8.2 m Subaru Telescope,0,2010,2018-09-06
486,HD 145934,HD 145934 b,1,2730.00000000,100.00000000,-100.00000000,0,0.053000,0.053000,-0.063000,0,,,,,Msini,229.35,2.41,-2.41,0,,,,,724.62000,82.63000,-82.63000,0,,,,,10 m Keck I Telescope,0,2015,2015-01-08
487,HD 1461,HD 1461 b,2,5.77152000,0.00045000,-0.00045000,0,0.172000,,,1,,,,,Msini,23.47,0.03,-0.03,0,,,,,6.44000,0.61000,-0.61000,0,,,,,10 m Keck I Telescope,0,2010,2015-11-19
488,HD 1461,HD 1461 c,2,13.50520000,0.00290000,-0.00290000,0,0.305000,,,1,,,,,Msini,23.47,0.03,-0.03,0,,,,,5.59000,0.73000,-0.73000,0,,,,,3.6 m ESO Telescope,0,2015,2015-11-19
489,HD 147018,HD 147018 b,2,44.23600000,0.00800000,-0.00800000,0,0.468600,0.008100,-0.008100,0,,,,0,Msini,42.96,1.59,-1.59,0,,,,0,674.00000,20.00000,-20.00000,0,,,,0,1.2 m Leonhard Euler Telescope,0,2009,2019-01-31
490,HD 147018,HD 147018 c,2,1008.00000000,18.00000000,-18.00000000,0,0.133000,0.011000,-0.011000,0,,,,0,Msini,42.96,1.59,-1.59,0,,,,0,2080.00000,100.00000,-100.00000,0,,,,0,1.2 m Leonhard Euler Telescope,0,2009,2019-01-31
491,HD 147379,HD 147379 b,1,86.78000000,0.16000000,-0.15000000,0,0.070000,0.040000,-0.040000,0,,,,0,Msini,10.77,0.00,0.00,0,,,,0,28.55000,1.49000,-1.45000,0,,,,0,3.5 m telescope,0,2017,2018-11-08
492,HD 147513,HD 147513 b,1,528.40000000,6.30000000,-6.30000000,0,0.260000,0.050000,-0.050000,0,,,,0,Msini,12.91,0.02,-0.02,0,,,,0,385.00000,,,0,,,,0,1.2 m Leonhard Euler Telescope,0,2003,2019-01-31
493,HD 14787,HD 14787 b,1,676.60000000,8.10000000,-8.10000000,0,0.155000,0.073000,-0.073000,0,,,,0,Msini,119.54,0.75,-0.75,0,,,,0,356.28743,21.93027,-21.93027,0,,,,,10 m Keck I Telescope,0,2018,2018-12-06
494,HD 147873,HD 147873 b,2,116.59600000,0.02300000,-0.02300000,0,0.207000,0.013000,-0.013000,0,,,,,Msini,109.38,1.01,-1.01,0,,,,,1633.64620,108.06220,-108.06220,0,,,,,Multiple Telescopes,0,2016,2016-11-10
495,HD 147873,HD 147873 c,2,491.54000000,0.79000000,-0.79000000,0,0.230000,0.030000,-0.030000,0,,,,,Msini,109.38,1.01,-1.01,0,,,,,731.00900,57.20940,-57.20940,0,,,,,Multiple Telescopes,0,2016,2016-11-10
496,HD 148156,HD 148156 b,1,1027.00000000,28.00000000,-28.00000000,0,0.520000,0.040000,-0.090000,0,,,,0,Msini,57.22,0.15,-0.15,0,,,,0,270.14400,212.93700,-15.89080,0,,,,0,3.6 m ESO Telescope,0,2009,2019-01-31
497,HD 148164,HD 148164 b,2,328.55000000,0.41000000,-0.41000000,0,0.587000,0.026000,-0.026000,0,,,,0,Msini,77.37,0.30,-0.30,0,,,,0,390.93090,79.45750,-79.45750,0,,,,0,10 m Keck I Telescope,0,2018,2018-09-27
498,HD 148164,HD 148164 c,2,5062.00000000,114.00000000,-114.00000000,0,0.125000,0.017000,-0.017000,0,,,,0,Msini,77.37,0.30,-0.30,0,,,,0,1640.00280,260.62060,-260.62060,0,,,,0,10 m Keck I Telescope,0,2018,2018-09-27
499,HD 148284,HD 148284 b,1,339.33100000,0.01800000,-0.01800000,0,0.389260,0.000890,-0.000890,0,,,,0,Msini,121.61,0.65,-0.65,0,,,,0,10710.87100,1748.06500,-1748.06500,0,,,,0,10 m Keck I Telescope,0,2018,2018-09-27
500,HD 148427,HD 148427 b,1,331.50000000,3.00000000,-3.00000000,0,0.160000,0.080000,-0.080000,0,,,,0,Msini,71.50,0.31,-0.31,0,,,,0,413.17900,54.03110,-54.03110,0,,,,0,3.0 m C. Donald Shane Telescope,0,2009,2018-09-06
501,HD 149026,HD 149026 b,1,2.87589000,0.00000200,-0.00000200,0,0.000000,,,0,84.550,0.580,-0.580,0,Mass,76.03,0.17,-0.17,0,,,,0,120.77540,19.06980,-19.06980,0,8.295,0.224,-0.224,0,8.2 m Subaru Telescope,0,2005,2018-04-26
502,HD 149143,HD 149143 b,1,4.07182000,0.00001000,-0.00001000,0,0.016700,0.004000,-0.004000,0,,,,0,Msini,73.43,0.36,-0.36,0,,,,0,422.71390,47.67450,-47.67450,0,,,,0,1.93 m Telescope,0,2005,2018-09-27
503,HD 1502,HD 1502 b,1,428.50000000,1.20000000,-1.20000000,0,0.031000,0.022000,-0.022000,0,,,,0,Msini,191.96,2.78,-2.78,0,,,,0,874.03250,50.85280,-50.85280,0,,,,,10 m Keck I Telescope,0,2011,2018-12-06
504,HD 150706,HD 150706 b,1,5894.00000000,5584.00000000,-1498.00000000,0,0.380000,0.280000,-0.320000,0,,,,,Msini,28.29,0.02,-0.02,0,,,,,861.28000,362.31000,-209.76000,0,,,,,1.93 m Telescope,0,2012,2014-07-23
505,HD 152079,HD 152079 b,1,2918.92000000,37.87000000,-39.28000000,0,0.532000,0.015000,-0.016000,0,,,,0,Msini,88.11,0.36,-0.36,0,,,,0,845.74563,14.62018,-14.62018,0,,,,0,6.5 m Magellan II Clay Telescope,0,2009,2019-06-27
506,HD 152581,HD 152581 b,1,686.50000000,4.80000000,-4.80000000,0,0.040000,0.031000,-0.031000,0,,,,0,Msini,166.54,1.17,-1.17,0,,,,0,594.02427,22.56593,-22.56593,0,,,,,10 m Keck I Telescope,0,2011,2018-12-06
507,HD 15337,HD 15337 b,2,4.75615000,0.00017000,-0.00017000,0,0.090000,0.050000,-0.050000,0,88.500,0.600,-0.400,0,Mass,44.87,0.07,-0.07,0,1001,12,-12,0,7.51000,1.09000,-1.01000,0,1.640,0.060,-0.060,0,0.1 m TESS Telescope,0,2019,2019-05-16
508,HD 15337,HD 15337 c,2,17.17840000,0.00160000,-0.00160000,0,0.050000,0.060000,-0.040000,0,88.500,0.200,-0.100,0,Mass,44.87,0.07,-0.07,0,642,10,-10,0,8.11000,1.82000,-1.69000,0,2.390,0.120,-0.120,0,0.1 m TESS Telescope,0,2019,2019-05-16
509,HD 153950,HD 153950 b,1,499.39999000,3.60000000,-3.60000000,0,0.340000,0.020000,-0.020000,0,,,,0,Msini,48.52,0.12,-0.12,0,,,,0,937.59850,92.17070,-92.17070,0,,,,0,3.6 m ESO Telescope,0,2008,2018-09-06
510,HD 154345,HD 154345 b,1,3341.55884000,93.00000000,-93.00000000,0,0.040000,0.050000,-0.050000,0,,,,0,Msini,18.29,0.01,-0.01,0,,,,0,260.62060,22.24810,-22.24810,0,,,,0,10 m Keck I Telescope,0,2006,2018-09-06
511,HD 154672,HD 154672 b,1,163.94000000,0.01000000,-0.01000000,0,0.610000,0.030000,-0.030000,0,,,,0,Msini,63.16,0.19,-0.19,0,,,,0,1706.74710,123.95370,-123.95370,0,,,,0,6.5 m Magellan II Clay Telescope,0,2008,2018-09-06
512,HD 154857,HD 154857 b,2,408.60001000,0.50000000,-0.50000000,0,0.460000,0.020000,-0.020000,0,,,,0,Msini,63.56,0.16,-0.16,0,,,,0,778.68350,34.96130,-34.96130,0,,,,0,3.9 m Anglo-Australian Telescope,0,2004,2018-09-06
513,HD 154857,HD 154857 c,2,3452.00000000,105.00000000,-105.00000000,0,0.060000,0.050000,-0.050000,0,,,,,Msini,63.56,0.16,-0.16,0,,,,,819.97000,50.85000,-50.85000,0,,,,,3.9 m Anglo-Australian Telescope,0,2014,2014-05-14
514,HD 155233,HD 155233 b,1,818.80000000,12.10000000,-12.10000000,0,0.040000,0.040000,-0.040000,0,,,,,Msini,75.13,3.33,-3.33,0,,,,,826.35800,95.34900,-95.34900,0,,,,,3.9 m Anglo-Australian Telescope,0,2015,2016-03-17
515,HD 155358,HD 155358 b,2,194.30000000,0.30000000,-0.30000000,0,0.170000,0.030000,-0.030000,0,,,,0,Msini,43.67,0.05,-0.05,0,,,,0,314.65170,25.42640,-25.42640,0,,,,0,9.2 m Hobby-Eberly Telescope,0,2007,2018-09-06
516,HD 155358,HD 155358 c,2,391.90000000,1.00000000,-1.00000000,0,0.160000,0.100000,-0.100000,0,,,,0,Msini,43.67,0.05,-0.05,0,,,,0,261.00000,22.00000,-22.00000,0,,,,0,9.2 m Hobby-Eberly Telescope,0,2007,2019-01-31
